Marion Island,PB1,PB1_1B,ACE_ITRAX_16718,25.6,65.6,65.6,0.05,1638.3,3140.76,2367.17,2371.46,0.027,6.91,1,TRUE,16282,70753,1.49,28,30,21,23,14,5,70,1754,2962,79,53,264,40463,191,111,93,28,0,97,718,49,2224,0,782,0,0,0,40,53,81,87,15683,4266,14,19949,3.676277543,0.272014283,3.7,2,54.05
Marion Island,PB1,PB1_1B,ACE_ITRAX_16719,25.7,65.7,65.7,0.05,1641.15,3143.28,2370.58,2375.15,0.0271,6.9,1,TRUE,16697,72028,1.19,11,49,23,32,28,0,61,1616,2971,115,47,287,41941,257,93,88,100,0,32,664,0,2070,0,719,0,0,0,51,78,0,20,16263,3848,101,20111,4.226351351,0.236610711,3.69,2.69,72.76
Marion Island,PB1,PB1_1B,ACE_ITRAX_16720,25.8,65.8,65.8,0.05,1645.12,3146.75,2374.58,2378.85,0.027,6.9,1,TRUE,16306,68535,1.36,0,15,10,8,24,12,46,1205,2388,70,53,228,39246,166,138,132,124,0,86,631,159,2343,0,702,0,6,0,77,0,66,0,16090,3987,44,20077,4.035615751,0.247793661,3.7,3.72,100.54
Marion Island,PB1,PB1_1B,ACE_ITRAX_16721,25.9,65.9,65.9,0.05,1650.9,3150.19,2378.55,2382.55,0.027,6.89,1,TRUE,16385,72749,1.49,0,5,0,0,18,7,33,1417,2904,133,94,262,44768,125,113,164,68,0,42,546,77,2160,0,636,0,0,0,0,63,102,0,14570,3922,14,18492,3.714941356,0.269183253,3.7,4.61,124.59
Marion Island,PB1,PB1_1B,ACE_ITRAX_16722,26,66,66,0.05,1654.21,3152.58,2382.01,2386.24,0.0271,6.89,1,TRUE,15279,63717,1.31,6,15,0,0,13,5,62,1447,2528,109,44,279,35377,323,187,158,98,0,34,474,47,2337,0,774,0,0,0,47,44,18,0,14777,3928,0,18705,3.761965377,0.265818502,3.69,2.85,77.24
Marion Island,PB1,PB1_1B,ACE_ITRAX_16723,26.1,66.1,66.1,0.05,1656.89,3155.36,2385.67,2389.94,0.027,6.88,1,TRUE,15817,68012,1.39,28,63,24,12,9,0,83,1720,3042,81,6,277,37845,262,105,103,106,0,0,609,59,2706,0,993,0,0,0,37,115,7,13,15135,4063,25,19198,3.72507999,0.268450611,3.7,2.73,73.78
Marion Island,PB1,PB1_1B,ACE_ITRAX_16724,26.2,66.2,66.2,0.05,1659.02,3157.82,2390.35,2393.64,0.027,6.88,1,TRUE,15967,65716,1.36,34,36,26,0,0,0,65,1523,2989,24,89,198,35748,126,90,104,61,0,84,656,0,2530,0,863,0,16,0,60,0,0,0,15878,3959,120,19837,4.01060874,0.249338708,3.7,2.29,62.03
Marion Island,PB1,PB1_1B,ACE_ITRAX_16725,26.3,66.3,66.3,0.05,1661.15,3159.19,2394.82,2397.33,0.0271,6.88,1,TRUE,16483,64586,1.48,0,15,40,19,17,0,52,1326,2627,51,58,235,32282,144,116,126,72,0,0,774,0,2332,0,1098,0,0,0,70,30,0,68,18256,4319,46,22575,4.226904376,0.236579755,3.69,1.75,47.43
Marion Island,PB1,PB1_1B,ACE_ITRAX_16726,26.4,66.4,66.4,0.05,1663.27,3164.91,2398.61,2401.03,0.027,6.88,1,TRUE,16407,65048,1.33,0,27,8,6,0,0,88,1517,2762,83,14,243,32739,281,167,112,83,0,39,717,58,1983,0,840,0,0,0,63,0,0,0,18431,4229,63,22660,4.358240719,0.229450383,3.7,3.92,105.95
Marion Island,PB1,PB1_1B,ACE_ITRAX_16727,26.5,66.5,66.5,0.05,1670.38,3170.56,2402.23,2404.73,0.027,6.87,1,TRUE,15995,59083,1.31,21,32,26,30,24,0,26,947,2244,104,22,140,27379,219,141,115,37,0,143,787,0,2005,0,905,0,8,0,15,77,21,26,19040,4059,77,23099,4.690810544,0.213182773,3.7,6.38,172.43
Marion Island,PB1,PB1_1B,ACE_ITRAX_16728,26.6,66.6,66.6,0.05,1672.89,3174.33,2405.84,2408.42,0.0271,6.88,1,TRUE,16102,59010,1.24,18,13,16,4,8,0,50,1027,2407,62,39,221,27028,317,156,110,57,0,46,794,52,1765,0,795,0,10,0,18,0,140,0,19031,4285,0,23316,4.441306884,0.225158951,3.69,3.14,85.09
Marion Island,PB1,PB1_1B,ACE_ITRAX_16729,26.7,66.7,66.7,0.05,1678.95,3177.85,2410.14,2412.12,0.027,6.87,1,TRUE,15270,56031,1.25,23,25,26,24,18,18,54,1009,2357,43,51,206,26183,98,119,78,152,27,147,629,34,1853,0,671,0,0,0,8,0,0,22,17485,3994,139,21479,4.377816725,0.228424364,3.7,4.79,129.46
Marion Island,PB1,PB1_1B,ACE_ITRAX_16730,26.8,66.8,66.8,0.05,1683.09,3180.85,2414.45,2415.82,0.027,6.87,1,TRUE,14222,54977,1.35,0,48,0,20,16,9,46,1336,2240,95,52,190,27032,251,119,152,46,88,67,389,43,1851,0,660,0,4,0,59,0,0,0,15775,3912,0,19687,4.032464213,0.247987322,3.7,3.57,96.49
Marion Island,PB1,PB1_1B,ACE_ITRAX_16731,26.9,66.9,66.9,0.05,1684.85,3183.29,2418.79,2419.51,0.0271,6.84,1,TRUE,15580,62710,1.3,16,15,12,15,11,14,59,1455,2695,118,38,218,32247,272,159,122,103,0,19,610,7,2222,0,736,0,0,0,63,57,41,51,16543,4199,141,20742,3.939747559,0.253823369,3.69,2.1,56.91
Marion Island,PB1,PB1_1B,ACE_ITRAX_16732,27,67,67,0.05,1687.82,3188.23,2422.66,2423.21,0.027,6.81,1,TRUE,17026,71880,1.46,0,17,5,0,30,0,61,1706,3568,60,35,306,39113,268,148,85,113,11,114,571,86,2215,0,925,0,13,0,75,0,0,0,17628,4219,113,21847,4.178241289,0.239335149,3.7,3.96,106.89
Marion Island,PB1,PB1_1B,ACE_ITRAX_16733,27.1,67.1,67.1,0.05,1688.63,3191.29,2425.16,2426.91,0.027,6.77,1,TRUE,17732,73052,1.55,20,62,23,38,20,18,67,1815,3121,76,83,280,38349,270,164,59,104,0,16,585,110,2527,0,847,0,14,0,33,32,92,14,19096,4646,24,23742,4.110202325,0.243297026,3.7,1.94,52.3
Marion Island,PB1,PB1_1B,ACE_ITRAX_16734,27.2,67.2,67.2,0.05,1690.26,3193.49,2430.13,2430.6,0.0271,6.76,1,TRUE,18615,72145,1.46,14,27,32,7,40,22,57,1318,3123,57,81,271,34818,441,139,112,96,53,87,862,0,2121,94,969,0,16,0,79,0,0,0,21864,4838,84,26702,4.519222819,0.221276985,3.69,1.91,51.9
Marion Island,PB1,PB1_1B,ACE_ITRAX_16735,27.3,67.3,67.3,0.05,1692.7,3196,2434.37,2434.3,0.027,6.75,1,TRUE,19623,75214,1.41,0,6,5,0,27,0,72,1355,3524,114,78,192,36105,222,181,211,0,0,39,1049,113,2093,0,1015,0,0,0,48,122,0,22,23027,4971,143,27998,4.632267149,0.215877014,3.7,2.48,66.89
Marion Island,PB1,PB1_1B,ACE_ITRAX_16736,27.4,67.4,67.4,0.05,1695.37,3197.69,2437.97,2438,0.027,6.76,1,TRUE,18977,68488,1.31,0,18,0,8,10,0,42,1059,3075,43,69,186,31175,219,155,128,0,85,45,870,75,1836,0,948,0,0,0,18,0,0,61,22901,4824,154,27725,4.747305141,0.210645823,3.7,2.18,58.92
Marion Island,PB1,PB1_1B,ACE_ITRAX_16737,27.5,67.5,67.5,0.05,1697.71,3199.58,2442.57,2441.69,0.0271,6.76,1,TRUE,18225,66588,1.3,17,33,36,18,21,0,28,1004,2857,56,72,151,29722,184,237,200,54,0,40,839,0,1865,0,1027,0,0,0,14,49,0,46,22681,4738,60,27419,4.787040946,0.208897315,3.69,2.12,57.32
Marion Island,PB1,PB1_1B,ACE_ITRAX_16738,27.6,67.6,67.6,0.05,1699.14,3202.07,2446.45,2445.39,0.027,6.76,1,TRUE,18439,70494,1.36,0,15,14,9,18,5,66,1407,3121,120,47,223,33651,331,177,79,34,11,62,756,121,2441,0,928,0,0,0,18,18,170,99,21381,4554,64,25935,4.694993412,0.212992844,3.7,1.96,52.97
Marion Island,PB1,PB1_1B,ACE_ITRAX_16739,27.7,67.7,67.7,0.05,1700.91,3205.95,2449.85,2449.09,0.027,6.76,1,TRUE,17947,69930,1.43,22,25,19,0,27,13,91,1725,3227,78,79,244,34836,194,148,161,25,0,115,740,82,1945,0,826,0,12,0,42,0,69,0,20042,4536,86,24578,4.418430335,0.226324718,3.7,2.82,76.35
Marion Island,PB1,PB1_1B,ACE_ITRAX_16740,27.8,67.8,67.8,0.05,1706.83,3210.99,2453.77,2452.78,0.0271,6.77,1,TRUE,16418,62972,1.41,18,22,8,7,20,0,42,1362,2494,112,30,231,30706,129,140,132,43,0,71,700,23,1800,60,777,0,0,0,0,8,39,0,19224,4242,62,23466,4.531824611,0.220661673,3.69,5.48,148.51
Marion Island,PB1,PB1_1B,ACE_ITRAX_16741,27.9,67.9,67.9,0.05,1709.31,3211.75,2457.75,2456.48,0.027,6.76,1,TRUE,15802,60348,1.4,0,21,14,7,11,0,88,1492,2942,129,49,218,29261,110,126,110,49,0,46,652,6,1631,0,714,0,22,0,7,73,0,0,18167,3853,139,22020,4.715027251,0.212087852,3.7,1.62,43.78
Marion Island,PB1,PB1_1B,ACE_ITRAX_16742,28,68,68,0.05,1711.62,3214.99,2460.33,2460.18,0.027,6.75,1,TRUE,15978,62715,1.34,0,17,9,0,8,12,64,1751,2738,90,65,223,31044,200,100,167,73,0,0,679,15,1878,0,722,0,30,0,0,0,19,0,18073,4125,123,22198,4.381333333,0.228241023,3.7,2.77,75
Marion Island,PB1,PB1_1B,ACE_ITRAX_16743,28.1,68.1,68.1,0.05,1714.27,3217.9,2464.68,2463.87,0.0271,6.74,1,TRUE,16974,66832,1.26,19,31,32,4,23,6,22,1311,2714,0,72,251,33436,230,179,218,82,0,17,658,53,1849,0,889,0,0,0,38,84,110,0,19306,4509,52,23815,4.281658904,0.233554335,3.69,2.78,75.34
Marion Island,PB1,PB1_1B,ACE_ITRAX_16744,28.2,68.2,68.2,0.05,1719.65,3223.11,2468.17,2467.57,0.027,6.72,1,TRUE,16076,57555,1.27,0,16,14,13,0,9,32,896,2008,35,49,211,26109,275,170,234,60,0,22,696,33,1827,0,752,0,0,0,12,63,0,41,19014,4289,0,23303,4.433201212,0.225570632,3.7,5.3,143.11
Marion Island,PB1,PB1_1B,ACE_ITRAX_16745,28.3,68.3,68.3,0.05,1723.32,3227.78,2472.36,2471.27,0.027,6.71,1,TRUE,14886,54784,1.27,13,25,34,34,0,0,58,1051,2161,113,49,219,25811,188,85,157,20,0,21,479,19,1604,0,766,0,0,0,11,0,0,0,17428,3907,141,21335,4.460711543,0.224179481,3.7,4.17,112.7
Marion Island,PB1,PB1_1B,ACE_ITRAX_16746,28.4,68.4,68.4,0.05,1730.19,3229.77,2476.08,2474.96,0.0271,6.7,1,TRUE,16026,62481,1.35,0,5,0,0,0,0,53,1099,2291,93,47,228,31714,320,195,130,51,0,21,555,46,2172,0,679,0,0,0,14,66,29,0,17735,4340,0,22075,4.08640553,0.244713843,3.69,4.43,120.05
Marion Island,PB1,PB1_1B,ACE_ITRAX_16747,28.5,68.5,68.5,0.05,1731.29,3234.27,2479.82,2478.66,0.027,6.72,1,TRUE,16547,62050,1.33,31,27,0,0,0,0,22,1074,2629,107,57,206,29623,245,156,162,51,0,139,565,85,2130,0,917,0,0,0,27,58,71,10,18582,4515,0,23097,4.115614618,0.242977075,3.7,2.8,75.68
Marion Island,PB1,PB1_1B,ACE_ITRAX_16748,28.6,68.6,68.6,0.05,1736.33,3238.79,2484.12,2482.36,0.027,6.75,1,TRUE,16698,61986,1.26,0,18,0,11,0,7,42,1177,2699,56,108,235,29082,116,161,138,34,10,118,562,24,2067,68,803,0,0,0,17,21,148,48,19276,4323,44,23599,4.458940551,0.22426852,3.7,4.78,129.19
Marion Island,PB1,PB1_1B,ACE_ITRAX_16749,28.7,68.7,68.7,0.05,1741.75,3244.42,2486.25,2486.05,0.0271,6.77,1,TRUE,16827,64491,1.3,33,32,26,19,14,0,53,1348,2632,99,64,280,30739,155,150,144,65,0,80,658,133,2056,16,822,0,0,0,0,59,130,61,19563,4389,0,23952,4.457279563,0.224352093,3.69,5.53,149.73
Marion Island,PB1,PB1_1B,ACE_ITRAX_16750,28.8,68.8,68.8,0.05,1742.41,3247.57,2490.24,2489.75,0.027,6.78,1,TRUE,16492,62798,1.41,41,44,27,0,21,0,48,1296,2699,73,61,239,30408,212,179,59,55,64,48,710,28,1950,0,889,0,0,0,20,0,0,0,18704,4349,134,23053,4.300758795,0.232517109,3.7,1.91,51.49
Marion Island,PB1,PB1_1B,ACE_ITRAX_16751,28.9,68.9,68.9,0.05,1747.46,3250.34,2494.11,2493.45,0.027,6.78,1,TRUE,16923,66616,1.34,12,0,27,12,21,8,57,1556,3019,96,41,294,33722,172,117,168,86,0,98,603,107,2226,0,752,0,0,0,56,22,75,0,18487,4230,45,22717,4.370449173,0.228809434,3.7,3.91,105.68
Marion Island,PB1,PB1_1B,ACE_ITRAX_16752,29,69,69,0.05,1749.68,3256.49,2497.83,2497.14,0.0271,6.78,1,TRUE,17052,67199,1.49,23,41,18,6,11,5,51,1321,2950,112,28,286,33819,141,197,155,110,0,52,692,38,2167,0,869,0,0,0,48,0,80,0,18963,4294,79,23257,4.416162087,0.226440964,3.69,4.18,113.41
Marion Island,PB1,PB1_1B,ACE_ITRAX_16753,29.1,69.1,69.1,0.05,1752.82,3260.85,2500.91,2500.84,0.027,6.78,1,TRUE,16848,69209,1.43,19,12,12,0,15,0,70,1810,3104,68,73,304,35814,267,136,168,86,0,48,558,14,2188,0,812,0,18,0,59,80,0,5,18460,4386,158,22846,4.208846329,0.2375948,3.7,3.75,101.35
Marion Island,PB1,PB1_1B,ACE_ITRAX_16754,29.2,69.2,69.2,0.05,1757.73,3264.31,2503.88,2504.54,0.027,6.78,1,TRUE,16481,65873,1.34,4,7,23,0,7,0,65,1539,3027,115,49,227,32826,157,103,113,111,0,89,595,106,2175,0,713,0,0,0,35,71,114,0,18674,4337,31,23011,4.305741296,0.232248045,3.7,4.19,113.11
Marion Island,PB1,PB1_1B,ACE_ITRAX_16755,29.3,69.3,69.3,0.05,1760.34,3265.79,2509.01,2508.23,0.0271,6.78,1,TRUE,16589,63009,1.44,11,35,17,15,6,13,47,1193,2531,105,71,218,30203,181,173,115,77,0,6,716,90,1898,0,877,0,0,0,0,75,45,0,19291,4522,50,23813,4.266032729,0.234409828,3.69,2.04,55.42
Marion Island,PB1,PB1_1B,ACE_ITRAX_16756,29.4,69.4,69.4,0.05,1762.47,3269.77,2511.96,2511.93,0.027,6.79,1,TRUE,17867,69894,1.48,9,38,18,0,17,8,48,1452,2767,124,20,264,34229,154,142,152,160,36,107,928,87,2196,0,932,0,0,0,0,15,75,0,20747,4586,170,25333,4.523986044,0.221044006,3.7,3.06,82.57
Marion Island,PB1,PB1_1B,ACE_ITRAX_16757,29.5,69.5,69.5,0.05,1766.61,3275.15,2514.82,2515.63,0.027,6.79,1,TRUE,18243,70442,1.37,11,31,24,17,30,14,69,1412,2884,125,109,283,35099,202,146,249,72,0,44,841,115,1993,0,754,10,6,0,20,40,0,0,20833,4429,0,25262,4.703770603,0.212595402,3.7,4.76,128.65
Marion Island,PB1,PB1_1B,ACE_ITRAX_16758,29.6,69.6,69.6,0.05,1771.78,3279.86,2517.6,2519.32,0.0271,6.81,1,TRUE,17587,65535,1.48,17,62,19,19,45,18,65,1248,2771,117,54,232,31187,208,117,147,53,0,28,798,79,1822,0,764,0,0,0,27,62,53,0,20551,4342,118,24893,4.733072317,0.211279256,3.69,4.94,133.88
Marion Island,PB1,PB1_1B,ACE_ITRAX_16759,29.7,69.7,69.7,0.05,1773.74,3284.53,2520.7,2523.02,0.027,6.8,1,TRUE,17269,66368,1.63,30,54,50,15,24,22,76,1481,2604,62,54,268,32797,100,210,132,36,0,76,925,0,1914,0,687,0,0,6,10,119,157,86,19556,4189,138,23745,4.668417283,0.214205359,3.7,3.32,89.59
Marion Island,PB1,PB1_1B,ACE_ITRAX_16760,29.8,69.8,69.8,0.05,1775.81,3289.28,2523.61,2526.72,0.027,6.79,1,TRUE,17121,66297,1.42,17,24,13,4,16,0,51,1206,2228,66,30,201,33534,247,181,259,61,0,17,717,122,1958,0,886,0,0,0,25,136,34,0,19269,4506,96,23775,4.276298269,0.233847112,3.7,3.41,92.16
Marion Island,PB1,PB1_1B,ACE_ITRAX_16761,29.9,69.9,69.9,0.05,1781.55,3294.01,2527.53,2530.41,0.0271,6.79,1,TRUE,16745,64445,1.35,13,28,10,0,0,0,49,1038,2422,95,93,196,32548,362,192,133,119,0,119,667,10,1651,0,793,0,0,0,52,0,71,25,18927,4154,66,23081,4.556331247,0.219474824,3.69,5.24,141.87
Marion Island,PB1,PB1_1B,ACE_ITRAX_16762,30,70,70,0.05,1782.02,3298.6,2530.95,2534.11,0.027,6.79,1,TRUE,17036,68121,1.42,10,32,0,6,0,0,58,1114,2703,67,84,247,35303,307,214,189,118,0,0,707,38,2066,0,926,0,0,0,70,109,108,0,18690,4346,0,23036,4.300506213,0.232530765,3.7,2.53,68.38
Marion Island,PB1,PB1_1B,ACE_ITRAX_16763,30.1,70.1,70.1,0.05,1789.81,3299.93,2534.51,2537.94,0.0261,6.8,1,TRUE,17850,73988,1.58,0,8,0,8,14,10,88,1529,3112,155,65,266,41187,271,181,158,87,0,110,623,0,2057,22,911,0,29,0,15,26,22,0,18255,4226,133,22481,4.319687648,0.23149822,3.83,4.56,119.06
Marion Island,PB1,PB1_1B,ACE_ITRAX_16764,30.2,70.2,70.2,0.05,1800.72,3302.19,2539.67,2541.78,0.026,6.79,1,TRUE,18027,70508,1.44,0,48,17,14,13,0,26,925,2398,122,64,177,36644,281,162,119,34,0,74,693,29,2021,0,875,11,0,0,79,59,43,0,20379,4585,0,24964,4.444711014,0.224986506,3.84,6.59,171.48
Marion Island,PB1,PB1_1B,ACE_ITRAX_16765,30.3,70.3,70.3,0.05,1803.35,3303.31,2543.6,2545.61,0.0261,6.8,1,TRUE,18438,71957,1.3,0,0,0,0,0,0,55,1218,2384,69,69,193,37315,386,156,101,57,15,6,617,113,1658,0,943,0,0,0,44,0,87,0,21266,4644,44,25910,4.579242033,0.218376752,3.83,1.87,48.96
Marion Island,PB1,PB1_1B,ACE_ITRAX_16766,30.4,70.4,70.4,0.05,1809.81,3306.27,2548.34,2549.44,0.0261,6.8,1,TRUE,18942,78155,1.61,10,30,22,8,17,14,53,1232,2508,76,81,231,43265,376,190,143,116,0,70,670,30,1823,0,896,0,14,0,81,52,31,0,21065,4473,0,25538,4.709367315,0.212342749,3.83,4.71,122.98
Marion Island,PB1,PB1_1B,ACE_ITRAX_16767,30.5,70.5,70.5,0.05,1814.83,3309.06,2552.48,2553.27,0.0261,6.8,1,TRUE,17825,67661,1.61,18,33,23,23,19,0,44,1032,2403,64,64,195,32137,404,194,142,83,0,48,622,0,1993,0,895,0,10,0,16,63,158,0,21547,4745,0,26292,4.540990516,0.220216271,3.83,3.9,101.96
Marion Island,PB1,PB1_1B,ACE_ITRAX_16768,30.6,70.6,70.6,0.05,1821.38,3313.1,2555.64,2557.1,0.0261,6.79,1,TRUE,18582,73470,1.48,28,39,36,6,19,6,69,869,2493,100,79,207,38856,266,182,243,90,0,40,633,120,1617,0,846,0,0,0,28,40,9,0,21342,4524,76,25866,4.717506631,0.211976385,3.83,5.3,138.25
Marion Island,PB1,PB1_1B,ACE_ITRAX_16769,30.7,70.7,70.7,0.05,1824.98,3315.85,2559.14,2560.94,0.026,6.79,1,TRUE,16990,64271,1.36,0,21,8,5,13,0,42,1053,2556,112,73,237,31785,260,190,159,109,0,23,502,0,1843,0,721,0,0,0,0,28,0,0,19672,4165,0,23837,4.723169268,0.211722245,3.84,3.17,82.68
Marion Island,PB1,PB1_1B,ACE_ITRAX_16770,30.8,70.8,70.8,0.05,1832.94,3318.13,2563.07,2564.77,0.0261,6.79,1,TRUE,16692,66271,1.44,0,7,5,8,4,0,34,952,2730,159,34,280,34890,283,143,133,89,46,31,513,27,2111,0,834,0,0,0,0,0,0,50,17896,4334,86,22230,4.129210891,0.242177023,3.83,5.12,133.68
Marion Island,PB1,PB1_1B,ACE_ITRAX_16771,30.9,70.9,70.9,0.05,1835.93,3322.27,2567.08,2568.6,0.0261,6.79,1,TRUE,16213,67960,1.27,0,16,11,0,7,0,88,1691,2998,71,114,275,37621,304,106,158,34,0,25,473,151,2022,0,665,0,0,0,55,52,10,0,16368,4100,0,20468,3.992195122,0.250488759,3.83,3.56,93.08
Marion Island,PB1,PB1_1B,ACE_ITRAX_16772,31,71,71,0.05,1843.36,3325.64,2569.93,2572.43,0.0261,6.8,1,TRUE,15702,69387,1.41,47,33,34,0,16,11,92,2079,3410,82,65,328,40282,267,154,138,166,67,0,351,79,1979,0,750,0,0,0,16,0,0,0,14465,4006,147,18471,3.610833749,0.276944348,3.83,5.4,140.99
Marion Island,PB1,PB1_1B,ACE_ITRAX_16773,31.1,71.1,71.1,0.05,1852.83,3328.36,2574.42,2576.27,0.026,6.79,1,TRUE,14708,64513,1.51,16,30,16,0,17,0,110,2160,3009,62,136,330,35962,317,152,63,159,0,79,318,126,1971,0,866,0,0,0,54,29,0,0,13988,3972,84,17960,3.521651561,0.283957678,3.84,6.1,158.72
Marion Island,PB1,PB1_1B,ACE_ITRAX_16774,31.2,71.2,71.2,0.05,1859.57,3330.21,2577.68,2580.1,0.0261,6.8,1,TRUE,14741,68088,1.29,6,22,12,0,0,0,146,2262,3178,24,48,347,39720,152,95,77,107,0,0,239,181,2422,0,676,0,12,0,21,0,87,0,13834,3901,6,17735,3.546270187,0.28198641,3.83,4.29,112.14
Marion Island,PB1,PB1_1B,ACE_ITRAX_16775,31.3,71.3,71.3,0.05,1865.62,3331.52,2581.35,2583.93,0.0261,6.8,1,TRUE,14894,65989,1.32,0,41,19,0,16,0,110,2188,3291,43,94,302,37416,92,126,103,27,0,56,294,37,2377,0,835,0,19,0,10,43,22,0,14148,3836,71,17984,3.688216893,0.271133729,3.83,3.68,96.08
Marion Island,PB1,PB1_1B,ACE_ITRAX_16776,31.4,71.4,71.4,0.05,1870.02,3334.09,2584.62,2587.76,0.0261,6.79,1,TRUE,15822,72593,1.28,0,40,21,0,23,5,158,2613,3669,70,97,366,41763,241,118,87,83,0,134,372,73,2507,0,614,0,0,0,72,47,51,11,14623,4201,9,18824,3.480837896,0.28728715,3.83,3.49,90.99
Marion Island,PB1,PB1_1B,ACE_ITRAX_16777,31.5,71.5,71.5,0.05,1871.55,3336.98,2588.94,2591.59,0.0261,6.79,1,TRUE,15876,68858,1.44,15,27,0,0,15,10,98,1928,3037,106,35,383,37890,288,114,157,39,0,0,399,76,2496,0,873,0,0,0,47,26,48,0,15971,4243,0,20214,3.764082017,0.265669025,3.83,2.21,57.7
Marion Island,PB1,PB1_1B,ACE_ITRAX_16778,31.6,71.6,71.6,0.05,1874.5,3340.57,2592.71,2595.43,0.026,6.8,1,TRUE,15682,66636,1.45,25,38,19,9,18,15,30,1796,2824,102,126,317,36470,333,133,89,12,0,55,392,81,2430,12,774,0,0,0,15,90,89,0,15885,3994,30,19879,3.977215824,0.251432169,3.84,3.27,85.16
Marion Island,PB1,PB1_1B,ACE_ITRAX_16779,31.7,71.7,71.7,0.05,1876.77,3342.83,2596.99,2599.26,0.0261,6.79,1,TRUE,16086,68109,1.54,26,31,18,9,20,0,64,1430,3113,108,57,320,38131,256,165,105,101,0,67,373,40,2226,0,739,0,0,0,16,80,98,0,15783,4167,0,19950,3.787616991,0.264018247,3.83,2.26,59.14
Marion Island,PB1,PB1_1B,ACE_ITRAX_16780,31.8,71.8,71.8,0.05,1884.26,3347.17,2601.52,2603.09,0.0261,6.77,1,TRUE,16626,71302,1.47,0,18,0,0,0,9,70,1613,3291,92,83,273,40258,230,185,149,103,21,26,375,0,2338,0,750,0,0,0,49,9,48,120,16375,4242,75,20617,3.860207449,0.259053435,3.83,5.92,154.44
Marion Island,PB1,PB1_1B,ACE_ITRAX_16781,31.9,71.9,71.9,0.05,1886.61,3354.32,2606.2,2606.92,0.0261,6.76,1,TRUE,16850,69244,1.47,0,0,9,0,12,11,61,1554,3111,92,55,295,37106,269,132,155,72,0,30,545,117,2380,0,953,0,0,0,18,39,0,0,17136,4432,55,21568,3.866425993,0.258636788,3.83,4.75,124.02
Marion Island,PB1,PB1_1B,ACE_ITRAX_16782,32,72,72,0.05,1887.48,3357.77,2610.08,2610.76,0.026,6.76,1,TRUE,16720,67377,1.45,0,24,0,0,0,0,52,1298,3084,80,78,225,35648,295,143,99,68,0,34,414,72,2264,0,770,0,0,0,24,56,6,0,17713,4257,53,21970,4.16091144,0.24033196,3.84,2.16,56.25
Marion Island,PB1,PB1_1B,ACE_ITRAX_16783,32.1,72.1,72.1,0.05,1890.64,3358.91,2613.56,2614.59,0.0261,6.75,1,TRUE,16415,63537,1.34,0,23,0,0,10,0,45,966,2833,110,57,225,30981,298,217,142,173,0,0,376,54,2310,41,881,0,0,0,55,27,44,32,18653,4302,0,22955,4.335890284,0.230633142,3.83,2.15,56.14
Marion Island,PB1,PB1_1B,ACE_ITRAX_16784,32.2,72.2,72.2,0.05,1896.54,3362.69,2616.21,2618.42,0.0261,6.76,1,TRUE,17728,71573,1.41,0,0,6,8,0,0,90,1375,3322,87,69,305,36638,267,166,81,85,0,89,540,0,2314,8,928,0,6,0,0,14,129,0,20037,4460,87,24497,4.492600897,0.222588212,3.83,4.84,126.37
Marion Island,PB1,PB1_1B,ACE_ITRAX_16785,32.3,72.3,72.3,0.05,1901.53,3367.26,2619.89,2622.25,0.0261,6.77,1,TRUE,18233,74096,1.4,0,11,9,10,31,0,52,1373,3373,98,59,253,38857,217,178,107,98,0,38,556,113,2163,0,909,0,0,0,19,97,0,0,20363,4468,140,24831,4.557520143,0.219417571,3.83,4.78,124.8
Marion Island,PB1,PB1_1B,ACE_ITRAX_16786,32.4,72.4,72.4,0.05,1905.64,3368.6,2623.4,2626.08,0.0261,6.78,1,TRUE,18108,69343,1.29,0,34,21,0,29,0,59,1202,3174,31,57,186,33198,307,187,144,87,26,150,625,31,2140,0,834,0,0,0,81,61,0,0,21423,4597,174,26020,4.660213183,0.214582458,3.83,2.72,71.15
Marion Island,PB1,PB1_1B,ACE_ITRAX_16787,32.5,72.5,72.5,0.05,1908.61,3372.76,2627.92,2629.92,0.026,6.78,1,TRUE,18143,67603,1.29,0,35,18,7,0,0,27,1290,3136,75,42,218,31801,192,143,41,55,0,68,580,100,2017,0,938,0,0,0,44,64,6,0,21475,4642,0,26117,4.62623869,0.216158324,3.84,3.57,92.84
Marion Island,PB1,PB1_1B,ACE_ITRAX_16788,32.6,72.6,72.6,0.05,1911.65,3373.53,2631.81,2633.75,0.0261,6.79,1,TRUE,18224,70687,1.49,13,52,22,17,14,16,38,1373,3174,94,45,242,35502,177,175,106,121,33,201,508,41,2100,0,826,9,18,0,29,0,0,0,20563,4604,90,25167,4.466333623,0.223897291,3.83,1.91,49.74
Marion Island,PB1,PB1_1B,ACE_ITRAX_16789,32.7,72.7,72.7,0.05,1914.53,3376.65,2636.01,2637.58,0.0261,6.8,1,TRUE,18095,67869,1.48,0,16,0,0,12,0,44,1073,3472,62,57,187,32986,264,169,57,68,0,0,644,42,1846,0,859,0,0,6,0,48,0,0,20845,4539,81,25384,4.592421238,0.21775006,3.83,3,78.33
Marion Island,PB1,PB1_1B,ACE_ITRAX_16790,32.8,72.8,72.8,0.05,1917.49,3378.85,2640.17,2641.41,0.0261,6.8,1,TRUE,18227,68699,1.45,19,25,21,0,24,0,27,1180,3198,27,86,250,33497,216,175,129,104,62,12,684,0,2095,0,863,0,0,0,20,0,9,0,20970,4379,157,25349,4.788764558,0.208822127,3.83,2.58,67.36
